# TOPAS Version: 3.9
# Parameter File: Poly_Al.txt
# Results for scorer: ScorerPb
# Filtered by: OnlyIncludeParticlesOfGeneration = "Primary"
# Filtered by: OnlyIncludeParticlesWithKEAbove = 9.9 MeV
# Filtered by: OnlyIncludeParticlesNamed = 1 "gamma"
# Scored on surface: DetPb/ZMinusSurface
# SurfaceCurrent ( /mm2 ) : Mean   Histories_with_Scorer_Active   Count_in_Bin   
0.0002666666666666667, 10000, 9600
