#class tools::wcsv::ntuple
#title Transmitted photon data
#separator 44
#vector_separator 59
#column double Energy
#column double PositionZ
#column int EventID
3,0.25,0
3,0.25,1
3,0.25,2
3,0.25,3
3,0.25,6
3,0.25,7
